wdId,eng,chi,grade,gradechi
1554,condition,[動詞] 決定;為...的條件; [名詞] 情況;條件,2,中級
1555,condom,[名詞] 保險套,3,中高級
1556,conduct,[動詞] 引導,2,中級
1557,conductor,[名詞] 指揮,2,中級
1558,cone,[名詞] 圓錐體;圓錐形,2,中級
1559,confederation,[名詞] 同盟;聯盟,3,中高級
1560,confer,[動詞] 授予(學位等);給予;協商,3,中高級
1561,conference,[名詞] (正式)會議;討論會,2,中級
1562,confess,[動詞] 坦白,2,中級
1563,confession,[名詞] 承認;供認;告解,3,中高級
1564,confidence,[名詞] 自信,2,中級
1565,confident,[形容詞] 有信心的,1,初級
1566,confidential,[形容詞] 祕密的;機密的,3,中高級
1567,configuration,[名詞] 結構,3,中高級
1568,confine,[動詞] 限制;使局限,2,中級
1569,confined,[形容詞] 監禁的;受限制的,3,中高級
1570,confirm,[動詞] 確認,1,初級
1571,conflict,[名詞] 抵觸,1,初級
1572,conform,[動詞] 遵照;符合;使一致,3,中高級
1573,confront,[動詞] 面臨;遭遇,2,中級
1574,confrontation,[名詞] 對抗,2,中級
1575,confuse,[動詞] 使迷惑,1,初級
1576,confusing,[形容詞] 令人困惑的,3,中高級
1577,confusion,[名詞] 困惑;慌亂,2,中級
1578,congratulate,[動詞] 祝賀;恭禧,2,中級
1579,congratulation,[名詞] 祝賀,1,初級
1580,congress,[名詞] 立法機關,2,中級
1581,congressional,[形容詞] 國家立法機關的;議會的,3,中高級
1582,congressman,[名詞] 美國眾議院議員,3,中高級
1583,conjunction,[名詞] 連接詞;結合;關聯,2,中級
1584,connect,[動詞] 連接,2,中級
1585,connected,[形容詞] 有關連的;連在一起的,3,中高級
1586,connection,[名詞] 連接;聯絡;銜接,2,中級
1587,conquer,[動詞] 克服;征服,2,中級
1588,conquest,[名詞] 征服;克服;佔領,3,中高級
1589,conscience,[名詞] 良心;道義心,2,中級
1590,conscientious,[形容詞] 憑良心的;誠實的;認真的,3,中高級
1591,conscious,[形容詞] 神志清醒的,2,中級
1592,consciousness,[名詞] 有知覺;清醒;意識,3,中高級
1593,consecutive,[形容詞] 連續不斷的;連貫的,3,中高級
1594,consensus,[名詞] 一致;合意;輿論,3,中高級
1595,consent,[動詞] 同意;贊成; [名詞] 同意;贊成,3,中高級
1596,consequence,[名詞] 結果,2,中級
1597,consequent,[形容詞] 隨之發生的,2,中級
1598,consequently,[副詞] 結果,2,中級
1599,conservation,[名詞] 保存;(對自然資源的)保護,3,中高級
1600,conservative,[形容詞] 保守的,2,中級
1601,conserve,[動詞] 保存;保護;節省,3,中高級
1602,consider,[動詞] 考慮,1,初級
1603,considerable,[形容詞] 相當大的;相當多的,2,中級
1604,considerate,[形容詞] 體諒的,2,中級
1605,consideration,[名詞] 考慮,2,中級
1606,considering,[副詞] 各方面考慮起來; [介系詞] 就...而論,3,中高級
1607,consist,[動詞] 組成,2,中級
1608,consistent,[形容詞] 始終如一的,2,中級
1609,consolation,[名詞] 安慰;慰藉,3,中高級
1610,console,[動詞] 安慰;慰問,3,中高級
1611,consolidate,[動詞] 合併;統一;鞏固,3,中高級
1612,consonant,[名詞] 子音,2,中級
1613,consortium,[名詞] 合夥;聯合;國際財團,3,中高級
1614,conspicuous,[形容詞] 明顯的;易看見的,3,中高級
1615,conspiracy,[名詞] 陰謀;謀叛;共謀,3,中高級
1616,constable,[名詞] (美國小鎮的)警官;(英國)警察,3,中高級
1617,constant,[形容詞] 固定的,2,中級
1618,constituency,[名詞] 選舉區的全體選民;選舉區,3,中高級
1619,constituent,[形容詞] 構成(全體)的;組成的;選舉的; [名詞] 成分;組成的要素;選民,3,中高級
1620,constitute,[動詞] 構成,2,中級
1621,constitution,[名詞] 憲法;章程,2,中級
1622,constitutional,[形容詞] 憲法的;生來的,3,中高級
1623,constrain,[動詞] 迫使;抑制,3,中高級
1624,constraint,[名詞] 約束;限制;強迫,3,中高級
1625,construct,[動詞] 建造,2,中級
1626,construction,[名詞] 建造,2,中級
1627,constructive,[形容詞] 建設性的;積極的;有助益的,2,中級
1628,consult,[動詞] 與...商量,2,中級
1629,consultant,[名詞] 顧問,2,中級
1630,consultation,[名詞] 諮詢;商議,3,中高級
1631,consume,[動詞] 消耗,2,中級
1632,consumer,[名詞] 消費者;消耗者,2,中級
1633,consuming,[形容詞] 強烈的;消耗的,3,中高級
1634,consumption,[名詞] 消耗;用盡;消耗量,3,中高級
1635,contact,[動詞] 接觸;聯繫; [名詞] 接觸;隱形眼鏡,1,初級
1636,contagious,[形容詞] 接觸傳染的;(感情等)感染性的,3,中高級
1637,contain,[動詞] 包含;容納,1,初級
1638,container,[名詞] 容器,2,中級
1639,contaminant,[名詞] 污染物;致污物,3,中高級
1640,contaminate,[動詞] 弄髒;污染,3,中高級
1641,contemplate,[動詞] 凝視;思忖;仔細考慮,3,中高級
1642,contemplation,[名詞] 凝視;沈思;冥想,3,中高級
1643,contemporary,[形容詞] 當代的; [名詞] 同時代的人;同年齡的人;同時期的東西,2,中級
1644,contempt,[名詞] 輕視;(對法庭等的)藐視,3,中高級
1645,contend,[動詞] 爭取;競爭;搏鬥;聲稱,3,中高級
1646,contender,[名詞] (冠軍)爭奪者;競爭者,3,中高級
1647,content,[形容詞] 滿意的;甘願的; [動詞] 使滿足; [名詞] 內容,2,中級
1648,contention,[名詞] 主張;爭論;論點,3,中高級
1649,contentment,[名詞] 知足;滿意,3,中高級
1650,contest,[動詞] 競爭,2,中級
1651,contestant,[名詞] 參加競賽者;角逐者,3,中高級
1652,context,[名詞] 上下文;文章脈絡,2,中級
1653,continent,[名詞] 大陸,2,中級
1654,continental,[形容詞] 洲的;大陸的,2,中級
1655,contingent,[形容詞] 可能的;以...做決定的; [名詞] 偶然事件;分遣隊,3,中高級
1656,continual,[形容詞] 不間斷的,2,中級
1657,continue,[動詞] 繼續,1,初級
1658,continuity,[名詞] 連續性;一貫性,3,中高級
1659,continuous,[形容詞] 連續的,2,中級
1660,contract,[動詞] 締結;訂契約;承包;收縮; [名詞] 和約,1,初級
1661,contractor,[名詞] 承包商;立契約者,3,中高級
1662,contradict,[動詞] 否定(陳述等);反駁;與...矛盾,3,中高級
1663,contradiction,[名詞] 矛盾;否認;反駁,3,中高級
1664,contradictory,[形容詞] 矛盾的;對立的;好反駁的,3,中高級
1665,contrary,[形容詞] 相反的,2,中級
1666,contrast,[動詞] 使對比,2,中級
1667,contribute,[動詞] 捐獻,2,中級
1668,contribution,[名詞] 貢獻,2,中級
1669,contributor,[名詞] 捐贈者;捐款人;貢獻者,3,中高級
1670,contrive,[動詞] 發明;設計;圖謀,3,中高級
1671,control,[動詞] 控制; [名詞] 支配;控制;操縱裝置;指揮部,1,初級
1672,controller,[名詞] 主計官;主管;控制器,3,中高級
1673,controversial,[形容詞] 有爭議的;好議論的,3,中高級
1674,controversy,[名詞] 爭論;爭議,3,中高級
1675,convene,[動詞] 集會;聚集,3,中高級
1676,convenience,[名詞] 方便;合宜,2,中級
1677,convenient,[形容詞] 方便的,1,初級
1678,convention,[名詞] 會議,2,中級
1679,conventional,[形容詞] 習慣的,2,中級
1680,converge,[動詞] 會合;趨於一致;聚集,3,中高級
1681,conversation,[名詞] 會話,1,初級
1682,converse,[動詞] 交談,2,中級
1683,conversely,[副詞] 相反地;反過來說,3,中高級
1684,conversion,[名詞] 改造;轉變;變換;改變信仰,3,中高級
1685,convert,[動詞] 轉變;變換;改變信仰; [名詞] 改變信仰者;皈依者,3,中高級
1686,convertible,[形容詞] 可轉換的;可兌換的;有摺篷的; [名詞] 有活動摺篷的汽車,3,中高級
1687,convey,[動詞] 運送;傳達,2,中級
1688,convict,[動詞] 證明...有罪;判...有罪; [名詞] (服刑的)囚犯,3,中高級
1689,conviction,[名詞] 定罪;證明有罪;確信,3,中高級
1690,convince,[動詞] 使信服;說服,2,中級
1691,convinced,[形容詞] 確信的,3,中高級
1692,convincing,[形容詞] 有說服力的;令人信服的,3,中高級
1693,convoy,[動詞] 為...護航;護送;護衛; [名詞] 護航(艦隊);護送(部隊),3,中高級
1694,cook,[動詞] 煮; [名詞] 廚師,1,初級
1695,cooker,[名詞] 炊具,2,中級
1696,cookie,[名詞] 餅乾,1,初級
1697,cooking,[形容詞] 烹調用的; [名詞] 烹調;烹調術;飯菜,2,中級
1698,cool,[形容詞] 涼快的;很棒的;酷; [動詞] 使涼快;使冷卻,1,初級
1699,cooperation,[名詞] 合作;協力,3,中高級
1700,cop,[動詞] 偷;得到;抓;逮住; [名詞] 警察,3,中高級
1701,cope,[動詞] 競爭,2,中級
1702,copper,[形容詞] 紅銅色的; [名詞] 銅,2,中級
1703,copy,[動詞] 拷貝;抄襲; [名詞] 拷貝;副本,1,初級
1704,copyright,[名詞] 版權;著作權,3,中高級
1705,coral,[形容詞] 珊瑚的;珊瑚色的; [名詞] 珊瑚,3,中高級
1706,cord,[名詞] 細繩,2,中級
1707,cordial,[形容詞] 熱忱的;衷心的,3,中高級
1708,cordially,[副詞] 衷心地;誠摯地,3,中高級
1709,core,[動詞] 挖去...的果核; [名詞] 果核;精髓;要義,3,中高級
1710,cork,[動詞] 用軟木塞塞住;抑制; [名詞] 軟木;軟木塞,3,中高級
1711,corn,[名詞] 玉米,1,初級
1712,corner,[名詞] 角落,1,初級
1713,corporate,[形容詞] 法人(組織)的;團體的;共同的,3,中高級
1714,corporation,[名詞] 股份(有限)公司,2,中級
1715,corps,[名詞] 兵團;部隊;團,3,中高級
1716,corpse,[名詞] 屍體;殘骸,3,中高級
1717,correct,[形容詞] 正確的; [動詞] 改正;糾正,1,初級
1718,correction,[名詞] 訂正;修改,3,中高級
1719,correlate,[動詞] 使互相關聯,3,中高級
1720,correspond,[動詞] 符合,2,中級
1721,correspondence,[名詞] 一致;相對應;通信;(總稱)信件,3,中高級
1722,correspondent,[形容詞] 符合的;一致的; [名詞] 通信者;通訊記者,3,中高級
1723,corresponding,[形容詞] 對應的;符合的;通信的,3,中高級
1724,corridor,[名詞] 迴廊,2,中級
1725,corrode,[動詞] 侵蝕;損害,3,中高級
1726,corrupt,[形容詞] 腐敗的;貪污的; [動詞] 使腐敗;使墮落;賄賂,3,中高級
1727,corruption,[名詞] 墮落;腐化;貪污;賄賂,3,中高級
1728,cosmetic,[形容詞] 化妝用的;裝飾性的;表面的; [名詞] 化妝品;裝飾品,3,中高級
1729,cosmic,[形容詞] 宇宙的;廣大的,3,中高級
1730,cosmopolitan,[形容詞] 世界性的;國際性的; [名詞] 世界主義者;四海為家者,3,中高級
1731,cost,[動詞] 花費; [名詞] 費用;成本,1,初級
1732,costing,[名詞] 費用;成本;代價,3,中高級
1733,costly,[形容詞] 昂貴的;代價高的,2,中級
1734,costume,[名詞] 服裝,2,中級
1735,cottage,[名詞] 小屋,2,中級
1736,cotton,[名詞] 棉花,1,初級
1737,couch,[名詞] 長沙發,1,初級
1738,cough,[動詞] 咳嗽; [名詞] 咳嗽,1,初級
1739,could,[助動詞] can 的過去式;能,1,初級
1740,couldn't,[縮短形] could not,1,初級
1741,council,[名詞] 會議,2,中級
1742,councilor,[名詞] (市、鎮等)議會議員,3,中高級
1743,counsel,[動詞] 忠告;提議; [名詞] 商議;忠告;法律顧問,3,中高級
1744,counseling,[名詞] 心理諮詢,3,中高級
1745,counselor,[名詞] 顧問;(學生的)輔導員;律師,3,中高級
1746,count,[動詞] 計算;數; [名詞] 計數;計算,1,初級
1747,countable,[形容詞] 可計算的;可數的,3,中高級
1748,counter,[動詞] 反對;反擊; [名詞] 櫃臺,2,中級
1749,counterclockwise,[形容詞] 逆時針方向的; [副詞] 逆時針方向地,3,中高級
1750,counterpart,[名詞] 對應的人(或物),3,中高級
1751,countless,[形容詞] 數不盡的;無數的,3,中高級
1752,country,[名詞] 國家;鄉下,1,初級
1753,countryside,[名詞] 鄉間,1,初級
1754,county,[名詞] 郡,1,初級
1755,coup,[名詞] 巧妙的一擊;妙計;政變,3,中高級
1756,couple,[名詞] 一對,1,初級
1757,coupon,[名詞] 回數票;減價優待券,3,中高級
1758,courage,[名詞] 勇氣,1,初級
1759,courageous,[形容詞] 英勇的,2,中級
1760,courier,[名詞] 送遞急件的信差;特使,3,中高級
1761,course,[名詞] 課程;科目,1,初級
1762,court,[名詞] 法庭；(網球等的)場地,1,初級
1763,courteous,[形容詞] 有禮貌的,2,中級
1764,courtesy,[名詞] 禮貌,2,中級
1765,courtyard,[名詞] 庭院;天井,3,中高級
1766,cousin,[名詞] 表(堂)兄弟姊妹,1,初級
1767,cover,[動詞] 蓋住; [名詞] 封面,1,初級
1768,coverage,[名詞] 覆蓋範圍;保險項目;新聞報導,3,中高級
1769,covering,[名詞] 覆蓋物;毯子,3,中高級
1770,covet,[動詞] 垂涎;貪圖,3,中高級
1771,cow,[名詞] 母牛,1,初級
1772,coward,[形容詞] 懦怯的,2,中級
1773,cowardly,[形容詞] 膽小的;懦怯的,3,中高級
1774,cowboy,[名詞] 牛仔,2,中級
1775,cozy,[形容詞] 舒適的;愜意的,3,中高級
1776,crab,[名詞] 螃蟹,1,初級
1777,crack,[動詞] 砸開; [名詞] 裂縫;爆裂聲,2,中級
1778,crackdown,[名詞] 堅決的措施;鎮壓;取締,3,中高級
1779,cracker,[名詞] (淡或鹹的)薄脆餅乾;鞭炮,3,中高級
1780,cradle,[動詞] 撫育; [名詞] 搖籃,2,中級
1781,craft,[名詞] 工藝,2,中級
1782,cram,[動詞] 把...塞滿;死記硬背,2,中級
1783,cramp,[動詞] 用夾鉗夾緊;限制;約束; [名詞] 抽筋;夾鉗;束縛,3,中高級
1784,crane,[動詞] 伸(頸); [名詞] 起重機,2,中級
1785,crap,[動詞] 拉屎; [名詞] 屎;胡扯;破爛貨,3,中高級
1786,crash,[動詞] 碰撞,2,中級
1787,crater,[名詞] 火山口;巨大坑洞,3,中高級
1788,crawl,[動詞] 爬行,2,中級
1789,crayon,[名詞] 蠟筆,1,初級
1790,crazy,[形容詞] 古怪的;著迷的,1,初級
1791,creak,[動詞] 發出咯吱咯吱聲; [名詞] 咯吱咯吱聲,3,中高級
1792,cream,[名詞] 奶油,1,初級
1793,create,[動詞] 創造,1,初級
1794,creation,[名詞] 創造;創作;創立,2,中級
1795,creative,[形容詞] 有創造力(或想像力)的,2,中級
1796,creativity,[名詞] 創造力,3,中高級
1797,creator,[名詞] 創造者;創作者,3,中高級
1798,creature,[名詞] 生物;動物,2,中級
1799,credibility,[名詞] 可信性;確實性,3,中高級
1800,credible,[形容詞] 可信的;可靠的,3,中高級
1801,credit,[動詞] 把...記入貸方; [名詞] 信用;貸方,2,中級
1802,creditor,[名詞] 債權人;貸方,3,中高級
1803,creek,[名詞] 小河;溪,3,中高級
1804,creep,[動詞] 躡手躡足地走; [名詞] 爬,2,中級
1805,crew,[名詞] 全體船員,2,中級
1806,crib,[動詞] 作弊;抄襲; [名詞] 嬰兒床,3,中高級
1807,cricket,[名詞] 蟋蟀,2,中級
1808,crime,[名詞] 犯罪,1,初級
1809,criminal,[形容詞] 犯罪的,2,中級
1810,cripple,[動詞] 使成跛子;使殘廢; [名詞] 跛子;殘廢的人,2,中級
1811,crisis,[名詞] 危機;緊急關頭,1,初級
1812,crisp,[形容詞] 脆的,2,中級
1813,crispy,[形容詞] 酥脆的;清脆的,2,中級
1814,criterion,[名詞] (判斷、批評的)標準;尺度,3,中高級
1815,critic,[名詞] 批評家,2,中級
1816,critical,[形容詞] 緊要的,2,中級
1817,criticism,[名詞] 批評;評論,2,中級
1818,criticize,[動詞] 批評;批判;苛求,2,中級
1819,crocodile,[名詞] 鱷魚,3,中高級
1820,crook,[動詞] 使彎曲;成鉤形; [名詞] 彎曲的東西;騙子;偷兒,3,中高級
1821,crooked,[形容詞] 彎曲的;欺詐的;不正派的,3,中高級
1822,crop,[動詞] 收成; [名詞] 作物,2,中級
1823,cross,[動詞] 越過;渡過; [名詞] 十字架,1,初級
1824,cross-country,[形容詞] 越野的;橫越全國的,3,中高級
1825,crossing,[名詞] 交叉;交叉點,3,中高級
1826,crossroad,[名詞] 十字路口,2,中級
1827,crouch,[動詞] 蹲伏;彎腰; [名詞] 蹲伏(姿勢),3,中高級
1828,crow,[動詞] 得意洋洋,2,中級
1829,crowd,[名詞] 群眾,1,初級
1830,crowded,[形容詞] 擁擠的,1,初級
1831,crown,[動詞] 為...加冕; [名詞] 王冠,2,中級
1832,crucial,[形容詞] 決定性的;重要的,3,中高級
1833,crude,[形容詞] 未經加工的;粗野的;粗糙的,3,中高級
1834,cruel,[形容詞] 殘酷的,1,初級
1835,cruelty,[名詞] 殘酷,2,中級
1836,cruise,[動詞] 巡航;航遊;緩慢巡行; [名詞] 巡航;航遊;巡邏,3,中高級
1837,cruiser,[名詞] 巡洋艦;遊艇;警察巡邏車,3,中高級
1838,crumb,[名詞] 麵包屑;碎屑;少許,3,中高級
1839,crumble,[動詞] 粉碎;崩潰;(希望等)破滅; [名詞] 酥皮點心(水果派),3,中高級
1840,crunch,[動詞] 嘎吱作響地咬嚼(或踩、壓); [名詞] 嘎吱吱(咬嚼)聲音;關鍵時刻,3,中高級
1841,crunchy,[形容詞] 發嘎吱嘎吱聲的;易碎的,3,中高級
1842,crush,[動詞] 壓碎,2,中級
1843,crust,[名詞] 麵包皮;派餅皮;硬外皮,3,中高級
1844,crutch,[名詞] 丁形柺杖,2,中級
1845,cry,[動詞] 哭叫; [名詞] 叫喊;呼叫;(一陣)哭,1,初級
1846,crystal,[形容詞] 水晶的; [名詞] 水晶,2,中級
1847,cub,[名詞] 幼鯨;牛棚,2,中級
1848,cube,[動詞] 使成立方形;切成小方塊; [名詞] 立方體;立方,3,中高級
1849,cubic,[形容詞] 立方體的;立方的,3,中高級
1850,cucumber,[名詞] 黃瓜,2,中級
1851,cue,[動詞] 給...暗示; [名詞] 暗示,2,中級
1852,cuisine,[名詞] 烹飪(法);菜餚,3,中高級
1853,culminate,[動詞] 達到最高點;達到高潮,3,中高級
1854,cult,[名詞] 膜拜;狂熱崇拜;(總稱)崇拜者,3,中高級
1855,cultivate,[動詞] 栽培(作物等);養殖(魚等);培育,2,中級
1856,cultural,[形容詞] 教養的;人文的,2,中級
1857,culture,[名詞] 文化,1,初級
1858,cumulative,[形容詞] 漸增的;蓄積的;累計的,3,中高級
1859,cunning,[形容詞] 狡猾的,2,中級
1860,cup,[名詞] 杯子,1,初級
1861,cupboard,[名詞] 食櫥;碗櫃,2,中級
1862,curb,[動詞] 控制;遏止;勒住; [名詞] 人行道旁的水泥(或石)邊;抑制,3,中高級
1863,cure,[動詞] 治癒; [名詞] 痊癒,1,初級
1864,curfew,[名詞] 宵禁;戒嚴,3,中高級
1865,curiosity,[名詞] 好奇心,2,中級
1866,curious,[形容詞] 好奇的,1,初級
1867,curl,[動詞] 使(頭髮)捲曲; [名詞] 捲毛,2,中級
1868,currency,[名詞] 通貨;貨幣,3,中高級
1869,current,[形容詞] 現行的; [名詞] 水流;電流,1,初級
1870,curriculum,[名詞] 學校的全部課程,3,中高級
1871,curry,[動詞] 梳刷(馬等);鞣製;用咖喱燒; [名詞] 咖喱,3,中高級
1872,curse,[動詞] 詛咒,2,中級
1873,curtain,[名詞] 窗簾;(舞臺上的)幕,1,初級
1874,curve,[動詞] 使彎曲;使成曲線; [名詞] 曲線,1,初級
1875,cushion,[動詞] 緩和...的衝擊; [名詞] 墊子;坐墊,2,中級
1876,custody,[名詞] 保管;監護;拘留,3,中高級
1877,custom,[名詞] 習俗,1,初級
1878,customary,[形容詞] 習慣上的;按慣例的,3,中高級
1879,customer,[名詞] 顧客,1,初級
1880,cut,[動詞] 切割;剪; [名詞] 傷口;刻痕;削減;近路;曠課,1,初級
1881,cute,[形容詞] 可愛的,1,初級
1882,cutting,[形容詞] 作切割用的;銳利的,3,中高級
1883,cycle,[動詞] 循環,2,中級
1884,cyclist,[名詞] 騎腳踏車的人,2,中級
1885,cylinder,[名詞] 圓柱;圓筒,3,中高級
1886,cynical,[形容詞] 憤世嫉俗的;挖苦的,3,中高級
1887,dad,[名詞] 父親,1,初級
1888,daffodil,[名詞] 黃水仙花;淡黃色,3,中高級
1889,daily,[形容詞] 每日的; [副詞] 每日,1,初級
1890,dairy,[形容詞] 牛奶製的;乳品的; [名詞] 牛奶店;牛奶及乳品業,2,中級
1891,dam,[動詞] 築壩於,2,中級
1892,damage,[動詞] 損害; [名詞] 損害,1,初級
1893,dame,[名詞] 夫人;女士,3,中高級
1894,damn,[動詞] 罵...該死,2,中級
1895,damned,[形容詞] 被詛咒的;討厭的;糟透的; [副詞] 非常;極,3,中高級
1896,damp,[形容詞] 有濕氣的;潮濕的; [動詞] 使潮濕;使沮喪;抑制; [名詞] 濕氣,2,中級
1897,dance,[動詞] 跳舞; [名詞] 舞會,1,初級
1898,dancer,[名詞] 舞蹈演員;舞蹈家,2,中級
1899,dancing,[名詞] 跳舞,2,中級
1900,dandruff,[名詞] 頭皮屑,3,中高級
1901,danger,[名詞] 危險,1,初級
1902,dangerous,[形容詞] 危險的,1,初級
1903,dare,[動詞] 敢;膽敢; [助動詞] 敢;竟敢,2,中級
1904,daring,[形容詞] 大膽的;勇敢的; [名詞] 勇敢;膽量,3,中高級
1905,dark,[形容詞] 黑暗的; [名詞] 黑暗,1,初級
1906,darken,[動詞] 使變暗;變黑,1,初級
1907,darling,[形容詞] 親愛的,2,中級
1908,dart,[動詞] 投擲(標槍等);投射;狂奔; [名詞] 標槍;鏢;飛奔,3,中高級
1909,dash,[動詞] 使(希望等)破滅;使沮喪; [名詞] 急衝,2,中級
1910,data,[名詞] 資料,1,初級
1911,date,[動詞] 約會; [名詞] 日期,1,初級
1912,daughter,[名詞] 女兒,1,初級
1913,dawn,[動詞] 破曉,1,初級
1914,day,[名詞] 白天;日,1,初級
1915,day-to-day,[形容詞] 每日的;逐日的;日常的,3,中高級
1916,daybreak,[名詞] 黎明;破曉,3,中高級
1917,daylight,[名詞] 日光;白晝,2,中級
1918,dazzle,[動詞] 使眼花;使驚羨; [名詞] 耀眼的光;令人讚歎的東西,3,中高級
1919,dead,[形容詞] 死的,1,初級
1920,deadline,[名詞] 最後限期,2,中級
1921,deadly,[形容詞] 致命的,3,中高級
1922,deaf,[形容詞] 聾的,1,初級
1923,deafen,[動詞] 使聾;淹沒(聲音),3,中高級
1924,deal,[動詞] 處理;對付;對待[(+with)]; [名詞] 交易,1,初級
1925,dealer,[名詞] 業者;商人;發牌者,3,中高級
1926,dealing,[名詞] 待人(態度);行為;商業往來;發牌,3,中高級
1927,dear,[形容詞] 親愛的; [感歎詞] 哎呀; [名詞] (常作稱呼)親愛的(人),1,初級
1928,death,[名詞] 死亡,1,初級
1929,debate,[動詞] 辯論; [名詞] 辯論,1,初級
1930,debris,[名詞] 殘骸;破瓦殘礫;垃圾,3,中高級
1931,debt,[名詞] 債,1,初級
1932,debut,[名詞] 首次露面(社交界);初次登臺,3,中高級
1933,decade,[名詞] 十;十年,2,中級
1934,decay,[動詞] 腐朽;衰退; [名詞] 腐爛;蛀牙,2,中級
1935,deceive,[動詞] 欺騙,2,中級
1936,decent,[形容詞] 正派的;體面的,3,中高級
1937,decide,[動詞] 決定,1,初級
1938,decimal,[形容詞] 十進位的;小數的; [名詞] 小數,3,中高級
1939,decision,[名詞] 決定,1,初級
1940,decisive,[形容詞] 決定性的;確定的;果斷的,3,中高級
1941,deck,[名詞] (船的) 艙面,2,中級
1942,declaration,[名詞] 宣佈,2,中級
1943,declare,[動詞] 宣佈,2,中級
1944,decline,[動詞] 下降,2,中級
1945,decorate,[動詞] 佈置,1,初級
1946,decoration,[名詞] 裝飾,2,中級
1947,decorative,[形容詞] 裝飾性的;裝潢用的,3,中高級
1948,decrease,[動詞] 減少; [名詞] 減少,1,初級
1949,decree,[動詞] 頒佈;裁定;注定; [名詞] 法令;裁定;天意,3,中高級
1950,dedicate,[動詞] 奉獻;獻身於;舉行落成典禮,3,中高級
1951,dedicated,[形容詞] 專注的;獻身的,3,中高級
1952,dedication,[名詞] 奉獻;揭幕儀式;獻身,3,中高級
1953,deduce,[動詞] 演繹;推論,3,中高級
1954,deduct,[動詞] 扣除;減除,3,中高級
1955,deduction,[名詞] 減除;扣除(額);推論,3,中高級
1956,deed,[名詞] 契據;證書,2,中級
1957,deem,[動詞] 認為;視作,3,中高級
1958,deep,[形容詞] 深的; [副詞] 深深地;晚,1,初級
1959,deepen,[動詞] 使加深;使強烈;使變濃,3,中高級
1960,deer,[名詞] 鹿,1,初級
1961,default,[動詞] 不履行;拖欠;棄權; [名詞] 不履行;違約;棄權;系統默認值,3,中高級
1962,defeat,[動詞] 戰勝,2,中級
1963,defect,[動詞] 逃跑;脫離;背叛; [名詞] 缺點;缺陷;不足之處,3,中高級
1964,defend,[動詞] 防禦;保衛;保護,2,中級
1965,defendant,[名詞] 被告,3,中高級
1966,defender,[名詞] 防禦者;守衛者;辯護者;衛冕者,3,中高級
1967,defense,[名詞] 防禦,2,中級
1968,defensible,[形容詞] 可防禦的;可辯護的,3,中高級
1969,defensive,[形容詞] 防禦的,2,中級
1970,defiance,[名詞] 反抗;蔑視;挑戰,3,中高級
1971,defiant,[形容詞] 違抗的;挑戰的;蔑視的,3,中高級
1972,deficiency,[名詞] 不足;缺陷;缺點,3,中高級
1973,deficient,[形容詞] 有缺陷的;有缺點的;不足的,3,中高級
1974,deficit,[名詞] 不足額;赤字,2,中級
1975,define,[動詞] 解釋,2,中級
1976,definite,[形容詞] 明確的,2,中級
1977,definitely,[副詞] 明確地;明顯地,3,中高級
1978,definition,[名詞] 定義;釋義,2,中級
1979,definitive,[形容詞] 明確的;決定性的,3,中高級
1980,defy,[動詞] 公然反抗,3,中高級
1981,degenerate,[形容詞] 衰退的;墮落的;退化的; [動詞] 衰退;墮落;退化; [名詞] 墮落者;退化的人,3,中高級
1982,degrade,[動詞] 貶低;降級;降低,3,中高級
1983,degree,[名詞] 程度,1,初級
1984,delay,[動詞] 延緩;使延期; [名詞] 延遲;耽擱,1,初級
1985,delegate,[動詞] 委派...為代表; [名詞] 代表;會議代表,2,中級
1986,delegation,[名詞] 授權;代表團,3,中高級
1987,delete,[動詞] 刪除,2,中級
1988,deliberate,[形容詞] 深思熟慮的;蓄意的; [動詞] 仔細考慮;商議,3,中高級
1989,delicate,[形容詞] 易碎的;嬌貴的,2,中級
1990,delicious,[形容詞] 好吃的,1,初級
1991,delight,[動詞] 使高興; [名詞] 欣喜,2,中級
1992,delighted,[形容詞] 高興的,2,中級
1993,delightful,[形容詞] 令人愉快的,2,中級
1994,delinquent,[形容詞] 怠忽職守的;拖欠的;犯法的; [名詞] 青少年罪犯;違法者,3,中高級
1995,deliver,[動詞] 遞送;發表,1,初級
1996,delivery,[名詞] 投遞,2,中級
1997,demand,[動詞] 要求,2,中級
1998,demanding,[形容詞] 苛求的,2,中級
1999,demise,[名詞] 死亡;終止;轉讓;遺贈,3,中高級
2000,democracy,[名詞] 民主,1,初級
2001,democrat,[名詞] 民主主義者,2,中級
2002,democratic,[形容詞] 有民主精神的,1,初級
2003,demonstrate,[動詞] 示範操作(產品),2,中級
2004,demonstration,[名詞] 實地示範,2,中級
2005,demonstrator,[名詞] 實地教學者;示威運動者,3,中高級
2006,denial,[名詞] 否認;拒絕,3,中高級
2007,denote,[動詞] 表示;(符號等)代表,3,中高級
2008,denounce,[動詞] 譴責;告發,3,中高級
2009,dense,[形容詞] 密集的,2,中級
2010,density,[名詞] 密度,3,中高級
2011,dental,[形容詞] 牙齒的;牙科的,3,中高級
2012,dentist,[名詞] 牙醫,1,初級
2013,deny,[動詞] 否定,1,初級
2014,depart,[動詞] 起程,2,中級
2015,department,[名詞] 部門,1,初級
2016,departure,[名詞] 離開;出發,2,中級
2017,depend,[動詞] 依賴,1,初級
2018,dependable,[形容詞] 可靠的;可信任的,2,中級
